"","GEOID","Tract","County","State","FDep","SDI","ReADI","SVI","NA_ADI","NSS7"
"81013","53061052903","Census Tract 529.03"," Snohomish County"," Washington",77,79,69,93,39,74
"81014","53061052904","Census Tract 529.04"," Snohomish County"," Washington",39,47,39,34,28,27
"81015","53061052905","Census Tract 529.05"," Snohomish County"," Washington",75,65,68,92,36,72
"81016","53061052906","Census Tract 529.06"," Snohomish County"," Washington",54,50,51,65,27,49
"81017","53061053101","Census Tract 531.01"," Snohomish County"," Washington",45,57,41,63,22,48
"81018","53061053102","Census Tract 531.02"," Snohomish County"," Washington",54,27,37,40,22,20
"81019","53061053201","Census Tract 532.01"," Snohomish County"," Washington",36,25,33,39,16,12
"81020","53061053202","Census Tract 532.02"," Snohomish County"," Washington",30,18,20,18,12,27
"81021","53061053301","Census Tract 533.01"," Snohomish County"," Washington",41,43,45,62,23,46
"81022","53061053302","Census Tract 533.02"," Snohomish County"," Washington",35,46,39,34,19,35
"81023","53061053400","Census Tract 534"," Snohomish County"," Washington",33,20,23,31,14,15
"81024","53061053505","Census Tract 535.05"," Snohomish County"," Washington",49,21,40,26,24,20
"81025","53061053506","Census Tract 535.06"," Snohomish County"," Washington",44,43,43,58,21,40
"81026","53061053507","Census Tract 535.07"," Snohomish County"," Washington",18,8,10,8,15,9
"81027","53061053508","Census Tract 535.08"," Snohomish County"," Washington",41,14,18,17,22,18
"81028","53061053509","Census Tract 535.09"," Snohomish County"," Washington",65,71,63,77,38,67
"81029","53061053510","Census Tract 535.10"," Snohomish County"," Washington",49,47,49,60,30,47
"81030","53061053511","Census Tract 535.11"," Snohomish County"," Washington",38,60,43,82,23,70
"81031","53061053603","Census Tract 536.03"," Snohomish County"," Washington",28,16,23,16,16,13
"81032","53061053604","Census Tract 536.04"," Snohomish County"," Washington",42,47,43,42,24,28
"81033","53061053605","Census Tract 536.05"," Snohomish County"," Washington",30,29,30,26,12,31
"81034","53061053606","Census Tract 536.06"," Snohomish County"," Washington",26,22,23,8,19,27
"81035","53061053700","Census Tract 537"," Snohomish County"," Washington",71,60,63,66,36,58
"81036","53061053801","Census Tract 538.01"," Snohomish County"," Washington",45,39,41,29,23,42
"81037","53061053802","Census Tract 538.02"," Snohomish County"," Washington",46,22,30,37,32,31
"81038","53061053803","Census Tract 538.03"," Snohomish County"," Washington",70,41,43,43,32,39
"81039","53061940001","Census Tract 9400.01"," Snohomish County"," Washington",43,57,38,65,23,47
"81040","53061940002","Census Tract 9400.02"," Snohomish County"," Washington",51,55,44,66,34,49
"81041","53063000201","Census Tract 2.01"," Spokane County"," Washington",72,74,83,67,68,78
"81042","53063000202","Census Tract 2.02"," Spokane County"," Washington",83,82,92,82,73,93
"81043","53063000301","Census Tract 3.01"," Spokane County"," Washington",80,60,82,72,72,78
"81044","53063000302","Census Tract 3.02"," Spokane County"," Washington",70,72,74,69,66,74
"81045","53063000400","Census Tract 4"," Spokane County"," Washington",70,73,74,79,64,79
"81046","53063000500","Census Tract 5"," Spokane County"," Washington",53,44,55,48,57,55
"81047","53063000600","Census Tract 6"," Spokane County"," Washington",59,50,51,37,57,57
"81048","53063000700","Census Tract 7"," Spokane County"," Washington",64,59,62,51,57,70
"81049","53063000800","Census Tract 8"," Spokane County"," Washington",32,11,24,27,35,19
"81050","53063000900","Census Tract 9"," Spokane County"," Washington",38,57,51,42,47,60
"81051","53063001000","Census Tract 10"," Spokane County"," Washington",46,37,41,24,48,39
"81052","53063001100","Census Tract 11"," Spokane County"," Washington",24,16,23,25,41,17
"81053","53063001200","Census Tract 12"," Spokane County"," Washington",42,49,50,51,52,46
"81054","53063001300","Census Tract 13"," Spokane County"," Washington",62,60,63,31,55,65
"81055","53063001400","Census Tract 14"," Spokane County"," Washington",73,75,77,69,70,83
"81056","53063001500","Census Tract 15"," Spokane County"," Washington",75,65,70,67,64,57
"81057","53063001600","Census Tract 16"," Spokane County"," Washington",84,95,90,86,74,92
"81058","53063001800","Census Tract 18"," Spokane County"," Washington",59,78,75,77,56,79
"81059","53063001900","Census Tract 19"," Spokane County"," Washington",56,60,51,36,51,68
"81060","53063002000","Census Tract 20"," Spokane County"," Washington",81,89,88,71,68,87
"81061","53063002100","Census Tract 21"," Spokane County"," Washington",64,32,46,32,56,59
"81062","53063002300","Census Tract 23"," Spokane County"," Washington",52,66,64,68,63,72
"81063","53063002400","Census Tract 24"," Spokane County"," Washington",74,97,89,86,54,93
"81064","53063002501","Census Tract 25.01"," Spokane County"," Washington",48,83,84,56,54,80
"81065","53063002502","Census Tract 25.02"," Spokane County"," Washington",71,85,87,62,58,87
"81066","53063002503","Census Tract 25.03"," Spokane County"," Washington",94,91,84,35,NA,93
"81067","53063002600","Census Tract 26"," Spokane County"," Washington",66,85,71,72,75,75
"81068","53063002900","Census Tract 29"," Spokane County"," Washington",44,29,32,28,48,41
"81069","53063003000","Census Tract 30"," Spokane County"," Washington",72,89,76,88,65,90
"81070","53063003100","Census Tract 31"," Spokane County"," Washington",28,71,50,58,41,67
"81071","53063003200","Census Tract 32"," Spokane County"," Washington",45,69,53,72,64,59
"81072","53063003500","Census Tract 35"," Spokane County"," Washington",87,94,96,81,44,98
"81073","53063003601","Census Tract 36.01"," Spokane County"," Washington",49,86,71,72,26,87
"81074","53063003602","Census Tract 36.02"," Spokane County"," Washington",63,83,77,78,58,85
"81075","53063003800","Census Tract 38"," Spokane County"," Washington",44,56,49,46,55,58
"81076","53063003900","Census Tract 39"," Spokane County"," Washington",52,41,49,50,57,64
"81077","53063004001","Census Tract 40.01"," Spokane County"," Washington",44,63,61,58,58,67
"81078","53063004002","Census Tract 40.02"," Spokane County"," Washington",68,75,66,60,59,73
"81079","53063004100","Census Tract 41"," Spokane County"," Washington",17,48,29,26,31,38
"81080","53063004200","Census Tract 42"," Spokane County"," Washington",16,10,13,10,21,23
"81081","53063004300","Census Tract 43"," Spokane County"," Washington",9,12,14,8,27,10
"81082","53063004400","Census Tract 44"," Spokane County"," Washington",23,31,32,26,38,36
"81083","53063004500","Census Tract 45"," Spokane County"," Washington",21,21,23,26,23,30
"81084","53063004601","Census Tract 46.01"," Spokane County"," Washington",44,64,60,79,42,75
"81085","53063004602","Census Tract 46.02"," Spokane County"," Washington",17,14,22,15,39,29
"81086","53063004701","Census Tract 47.01"," Spokane County"," Washington",54,33,52,46,46,50
"81087","53063004702","Census Tract 47.02"," Spokane County"," Washington",19,66,38,64,30,50
"81088","53063004800","Census Tract 48"," Spokane County"," Washington",34,55,40,61,34,55
"81089","53063004900","Census Tract 49"," Spokane County"," Washington",14,18,17,27,24,12
"81090","53063005000","Census Tract 50"," Spokane County"," Washington",28,53,39,70,23,63
"81091","53063010101","Census Tract 101.01"," Spokane County"," Washington",20,2,16,9,21,3
"81092","53063010102","Census Tract 101.02"," Spokane County"," Washington",13,8,22,19,28,8
"81093","53063010201","Census Tract 102.01"," Spokane County"," Washington",28,39,44,25,36,43
"81094","53063010203","Census Tract 102.03"," Spokane County"," Washington",18,5,16,17,22,9
"81095","53063010204","Census Tract 102.04"," Spokane County"," Washington",32,54,37,40,19,41
"81096","53063010301","Census Tract 103.01"," Spokane County"," Washington",81,69,76,80,49,75
"81097","53063010303","Census Tract 103.03"," Spokane County"," Washington",30,13,33,11,28,19
"81098","53063010304","Census Tract 103.04"," Spokane County"," Washington",59,47,68,51,52,56
"81099","53063010305","Census Tract 103.05"," Spokane County"," Washington",32,13,30,15,26,16
"81100","53063010401","Census Tract 104.01"," Spokane County"," Washington",85,92,84,97,61,90
"81101","53063010403","Census Tract 104.03"," Spokane County"," Washington",47,41,53,63,38,45
"81102","53063010404","Census Tract 104.04"," Spokane County"," Washington",22,7,21,12,27,5
"81103","53063010504","Census Tract 105.04"," Spokane County"," Washington",37,29,33,24,37,39
"81104","53063010505","Census Tract 105.05"," Spokane County"," Washington",26,15,23,20,31,26
"81105","53063010506","Census Tract 105.06"," Spokane County"," Washington",30,55,43,65,34,36
"81106","53063010507","Census Tract 105.07"," Spokane County"," Washington",25,17,21,15,28,19
"81107","53063010508","Census Tract 105.08"," Spokane County"," Washington",8,3,9,4,13,4
"81108","53063010601","Census Tract 106.01"," Spokane County"," Washington",28,16,27,24,34,15
"81109","53063010603","Census Tract 106.03"," Spokane County"," Washington",22,24,27,20,30,18
"81110","53063010604","Census Tract 106.04"," Spokane County"," Washington",20,6,15,14,24,6
"81111","53063010701","Census Tract 107.01"," Spokane County"," Washington",20,4,15,5,22,13
"81112","53063010702","Census Tract 107.02"," Spokane County"," Washington",6,22,12,2,15,10
"81113","53063010800","Census Tract 108"," Spokane County"," Washington",53,81,80,63,51,74
"81114","53063010901","Census Tract 109.01"," Spokane County"," Washington",72,48,52,42,44,68
"81115","53063010902","Census Tract 109.02"," Spokane County"," Washington",37,53,34,25,25,60
"81116","53063011000","Census Tract 110"," Spokane County"," Washington",50,42,49,48,46,48
"81117","53063011102","Census Tract 111.02"," Spokane County"," Washington",46,58,49,69,48,59
"81118","53063011103","Census Tract 111.03"," Spokane County"," Washington",87,81,89,87,65,85
"81119","53063011104","Census Tract 111.04"," Spokane County"," Washington",85,89,85,84,74,90
"81120","53063011202","Census Tract 112.02"," Spokane County"," Washington",48,27,49,50,42,46
"81121","53063011203","Census Tract 112.03"," Spokane County"," Washington",72,89,80,87,63,79
"81122","53063011204","Census Tract 112.04"," Spokane County"," Washington",73,56,71,66,48,53
"81123","53063011301","Census Tract 113.01"," Spokane County"," Washington",13,17,25,21,32,11
"81124","53063011302","Census Tract 113.02"," Spokane County"," Washington",25,42,37,32,30,45
"81125","53063011400","Census Tract 114"," Spokane County"," Washington",37,46,50,39,43,44
"81126","53063011500","Census Tract 115"," Spokane County"," Washington",33,26,37,22,49,35
"81127","53063011600","Census Tract 116"," Spokane County"," Washington",43,51,55,46,48,49
"81128","53063011701","Census Tract 117.01"," Spokane County"," Washington",44,57,61,50,55,64
"81129","53063011702","Census Tract 117.02"," Spokane County"," Washington",56,76,72,76,54,73
"81130","53063011800","Census Tract 118"," Spokane County"," Washington",59,72,70,64,53,71
"81131","53063011900","Census Tract 119"," Spokane County"," Washington",62,78,69,76,50,81
"81132","53063012000","Census Tract 120"," Spokane County"," Washington",41,61,65,58,54,66
"81133","53063012100","Census Tract 121"," Spokane County"," Washington",63,43,58,59,60,61
"81134","53063012200","Census Tract 122"," Spokane County"," Washington",65,49,62,37,68,67
"81135","53063012300","Census Tract 123"," Spokane County"," Washington",69,74,69,73,56,73
"81136","53063012401","Census Tract 124.01"," Spokane County"," Washington",21,17,20,42,28,32
"81137","53063012402","Census Tract 124.02"," Spokane County"," Washington",19,26,19,22,21,27
"81138","53063012500","Census Tract 125"," Spokane County"," Washington",64,84,68,93,52,73
"81139","53063012600","Census Tract 126"," Spokane County"," Washington",46,63,54,71,48,68
"81140","53063012701","Census Tract 127.01"," Spokane County"," Washington",54,40,47,63,49,35
"81141","53063012702","Census Tract 127.02"," Spokane County"," Washington",61,26,33,43,38,63
"81142","53063012801","Census Tract 128.01"," Spokane County"," Washington",45,44,48,60,40,45
"81143","53063012802","Census Tract 128.02"," Spokane County"," Washington",39,20,33,28,39,34
"81144","53063012901","Census Tract 129.01"," Spokane County"," Washington",46,60,57,63,47,56
"81145","53063012902","Census Tract 129.02"," Spokane County"," Washington",46,19,34,46,36,28
"81146","53063013001","Census Tract 130.01"," Spokane County"," Washington",9,11,7,5,21,18
"81147","53063013002","Census Tract 130.02"," Spokane County"," Washington",70,64,75,75,78,66
"81148","53063013003","Census Tract 130.03"," Spokane County"," Washington",37,59,34,72,18,45
"81149","53063013101","Census Tract 131.01"," Spokane County"," Washington",31,47,41,41,37,36
"81150","53063013102","Census Tract 131.02"," Spokane County"," Washington",22,30,24,33,27,39
"81151","53063013201","Census Tract 132.01"," Spokane County"," Washington",49,22,48,34,43,34
"81152","53063013203","Census Tract 132.03"," Spokane County"," Washington",26,11,21,21,30,18
"81153","53063013204","Census Tract 132.04"," Spokane County"," Washington",10,12,13,21,22,20
"81154","53063013205","Census Tract 132.05"," Spokane County"," Washington",17,20,19,19,14,23
"81155","53063013300","Census Tract 133"," Spokane County"," Washington",17,8,13,11,15,5
"81156","53063013401","Census Tract 134.01"," Spokane County"," Washington",8,18,11,14,18,15
"81157","53063013501","Census Tract 135.01"," Spokane County"," Washington",28,30,31,18,30,30
"81158","53063013502","Census Tract 135.02"," Spokane County"," Washington",4,2,6,6,11,3
"81159","53063013503","Census Tract 135.03"," Spokane County"," Washington",5,1,9,3,19,2
"81160","53063013600","Census Tract 136"," Spokane County"," Washington",36,37,40,40,38,32
"81161","53063013700","Census Tract 137"," Spokane County"," Washington",41,43,39,49,43,33
"81162","53063013800","Census Tract 138"," Spokane County"," Washington",28,20,34,27,40,18
"81163","53063013900","Census Tract 139"," Spokane County"," Washington",36,28,36,41,44,32
"81164","53063014001","Census Tract 140.01"," Spokane County"," Washington",80,90,85,76,52,90
"81165","53063014002","Census Tract 140.02"," Spokane County"," Washington",73,84,76,73,52,81
"81166","53063014100","Census Tract 141"," Spokane County"," Washington",40,10,32,34,36,34
"81167","53063014200","Census Tract 142"," Spokane County"," Washington",58,60,60,37,30,50
"81168","53063014300","Census Tract 143"," Spokane County"," Washington",52,37,53,42,51,44
"81169","53063014400","Census Tract 144"," Spokane County"," Washington",61,39,53,55,57,55
"81170","53063014500","Census Tract 145"," Spokane County"," Washington",82,98,91,94,73,96
"81171","53065941000","Census Tract 9410"," Stevens County"," Washington",77,87,87,87,86,84
"81172","53065950101","Census Tract 9501.01"," Stevens County"," Washington",73,66,79,74,67,55
"81173","53065950102","Census Tract 9501.02"," Stevens County"," Washington",44,36,53,20,49,33
"81174","53065950200","Census Tract 9502"," Stevens County"," Washington",54,51,56,49,49,54
